Name,Review URL,District,District ID,Category ID,Category Name,Price UI,Address,Review Count,Smile,Cry,Overall Score,Bookmark Count,Latitude,longitude
Hot Pot Land 火鍋撚,/en/hongkong/r-hot-pot-land-mong-kok-hong-kong-style-hot-pot-r500632/reviews,Mong Kok,2010,"[1004, 1001]","[Hong Kong Style, Hot Pot]",$201-400,"1/F, 6 Yim Po Fong Street",117,88.0,5.0,3.940178,7980,22.3178186362,114.173419451
Under Vacuum 慢煮工業,/en/hongkong/r-under-vacuum-tsim-sha-tsui-western-salad-r480099/reviews,Tsim Sha Tsui,2008,"[1004, 1026, 1015, 4000, 1035, 1081]","[Hong Kong Style, Sandwich, Snack Shop & Deli, Western, Hamburger, Salad]",$51-100,"Kiosk, The Urban Council Centenary Garden, 63 Mody Road",123,91.0,7.0,3.743801,9947,22.2974672777,114.17590454200001
Old street 老街,/en/hongkong/r-old-street-mong-kok-taiwan-r464044/reviews,Mong Kok,2010,"[1009, 1002, 1007, 1015]","[Taiwan, Takeaway, Fast Food, Snack Shop & Deli]",$51-100,"G/F, Soy Street 65",212,134.0,23.0,3.4555269999999996,4829,22.317082,114.172575
Seafood Port Restaurant 小漁港海鮮舫 鮮蒸‧鮮味火鍋,/en/hongkong/r-seafood-port-restaurant-prince-edward-hong-kong-style-hot-pot-r499140/reviews,Prince Edward,2029,"[1004, 1001, 1001, 1009, 1204]","[Hong Kong Style, Hot Pot, Stir-Fry, Seafood, Steam Hotpot]",$201-400,"G/F, 127-133 Lai Chi Kok Road",148,122.0,5.0,4.238129,8920,22.3253192996,114.164490047
Sun Thai Restaurant 新泰東南亞餐廳,/en/hongkong/r-sun-thai-restaurant-tsim-sha-tsui-singaporean-curry-r505863/reviews,Tsim Sha Tsui,2008,"[2004, 1009, 2005, 1033]","[Thai, Seafood, Singaporean, Curry]",$101-200,"8/F, Prince Tower, 12A Peking Road",129,110.0,2.0,4.01129,4581,22.2965602,114.17124150000001
Fiat Caffé,/en/hongkong/r-fiat-caffe-tsim-sha-tsui-italian-r177630/reviews,Tsim Sha Tsui,2008,"[3006, 1008]","[Italian, Coffee Shop]",$51-100,"Shop B131, B1/F, Mira Place One, 132 Nathan Road",193,131.0,15.0,3.65,7241,22.3009512,114.172173
文記車仔麵,/en/hongkong/r-%E6%96%87%E8%A8%98%E8%BB%8A%E4%BB%94%E9%BA%B5-sham-shui-po-hong-kong-style-food-stall-noodles-r55580/reviews,Sham Shui Po,2019,"[1004, 1004]","[Hong Kong Style, Food Stall Noodles]",Below $50,"G/F, 121 Fuk Wing Street",175,109.0,13.0,3.5656800000000004,6231,22.331893899999997,114.16280060000001
Pizza Piazza,/en/hongkong/r-pizza-piazza-lai-chi-kok-italian-pizza-r161674/reviews,Lai Chi Kok,2016,"[3006, 1022, 8]","[Italian, Pizza, Private Party]",$101-200,"Shop 1A, G/F., Elite Industrial Centre, 883 Cheung Sha Wan Road",144,128.0,3.0,3.902142,3822,22.336710999999998,114.147572
Superior Manya Japanese Restaurant 御滿屋日本料理,/en/hongkong/r-superior-manya-japanese-restaurant-mong-kok-japanese-all-you-can-eat-r473166/reviews,Mong Kok,2010,"[2009, 1005, 1033, 1034, 1076]","[Japanese, Ramen, Izakaya, Sushi/Sashimi, All-you-can-eat]",$201-400,"1/F, Wu Sang House, 655 Nathan Road",232,179.0,25.0,3.7476519999999995,7531,22.3185076,114.1692781
潮福蒸氣石鍋,/en/hongkong/r-%E6%BD%AE%E7%A6%8F%E8%92%B8%E6%B0%A3%E7%9F%B3%E9%8D%8B-mong-kok-guangdong-hot-pot-r450555/reviews,Mong Kok,2010,"[1002, 1001, 1005, 1036, 1204]","[Guangdong, Hot Pot, Dim Sum Restaurant, Dim Sum, Steam Hotpot]",$201-400,"1/F, One Mong Kok Road Commercial Centre, 1 Mong Kok Road",147,122.0,8.0,3.908148,6168,22.320088581799997,114.16607022299999
Sushi Man 鮨文,/en/hongkong/r-sushi-man-yuen-long-japanese-omakase-r448668/reviews,Yuen Long,3003,"[2009, 1034, 1205]","[Japanese, Sushi/Sashimi, Omakase]",$401-800,"Shop 5, G/F,Lee Fat House, No. 5 Yan Lok Square",328,300.0,8.0,4.285714,13091,22.4433479,114.0268227
M3 Italian,/en/hongkong/r-m3-italian-sha-tin-italian-seafood-r178889/reviews,Sha Tin,3007,"[3006, 1009]","[Italian, Seafood]",$101-200,"Shop 2, G/F, Shatin Park Stage 1, 8-12 Sha Kok Street",377,336.0,11.0,4.019892,7537,22.37922,114.19713300000001
Beans 荳子,/en/hongkong/r-beans-tsuen-wan-italian-all-day-breakfast-r152506/reviews,Tsuen Wan,3018,"[3006, 1014, 1008, 11, 1075]","[Italian, Dessert, Coffee Shop, Casual Drink, All Day Breakfast]",$101-200,"G/F, 99 Hoi Pa Street",504,299.0,35.0,3.62351,16680,22.3720153,114.1154801
Vision 8,/en/hongkong/r-vision-8-tsuen-wan-western-r190869/reviews,Tsuen Wan,3018,"[3006, 4000]","[Italian, Western]",$201-400,"G/F, Wing On House, 34 Shiu Wo Street",304,247.0,12.0,3.8445940000000003,7193,22.3718009,114.1177165
Forever 友緣西餐,/en/hongkong/r-forever-%E5%8F%8B%E7%B7%A3%E8%A5%BF%E9%A4%90-yuen-long-italian-r474026/reviews,Yuen Long,3003,"[3006, 1006]","[Italian, Western Restaurant]",$101-200,"G/F, Block B, Manhattan Plaza, 23 Sai Ching Street",259,236.0,5.0,4.073185,4168,22.4411454,114.028378
Meat Pie Gor 肉餅哥小炒料理,/en/hongkong/r-meat-pie-gor-tsuen-wan-hong-kong-style-r485849/reviews,Tsuen Wan,3018,"[1004, 1009]","[Hong Kong Style, Tea Restaurant]",Below $50,"Shop 3, G/F, Harmony Garden, 28 Luen Yan St",366,261.0,31.0,3.6627870000000002,11034,22.367695899999998,114.1173943
樓下冰室,/en/hongkong/r-%E6%A8%93%E4%B8%8B%E5%86%B0%E5%AE%A4-tsuen-wan-hong-kong-style-r182951/reviews,Tsuen Wan,3018,"[1004, 1009]","[Hong Kong Style, Tea Restaurant]",Below $50,"Shop B, 14-18 Lo Tak Court",272,202.0,7.0,3.799242,6076,22.3725265307,114.115120331
Mrs Tang Cafe 華嫂冰室,/en/hongkong/r-mrs-tang-cafe-yuen-long-hong-kong-style-sandwich-r45972/reviews,Yuen Long,3003,"[1004, 1026, 1009]","[Hong Kong Style, Sandwich, Tea Restaurant]",Below $50,"Hang Tau Tsuen, Ping Shan",314,214.0,9.0,3.7445,16503,22.4456397265,114.007547775
Urban United Burger & Bar,/en/hongkong/r-urban-united-burger-bar-yuen-long-western-all-day-breakfast-r493487/reviews,Yuen Long,3003,"[4000, 1035, 1008, 4001, 1075, 1010]","[Western, Hamburger, Coffee Shop, American, All Day Breakfast, Bar]",$101-200,"Shop 8-9, G/F, Full Yau Court, 37-51 Yau San Street",246,201.0,18.0,3.8780989999999997,6079,22.4427381148,114.031393155
Home Bar & Restaurant,/en/hongkong/r-home-bar-restaurant-tsuen-wan-western-r184714/reviews,Tsuen Wan,3018,"[4000, 1006, 4001]","[Western, Western Restaurant, American]",$101-200,"Shop A, G/F, Kam Tsuen Mansion, 407-411 Castle Peak Road",209,188.0,6.0,3.9536580000000003,5469,22.374665399999998,114.11264840000001
Mint Thai House 薄荷葉泰國菜,/en/hongkong/r-mint-thai-house-yuen-long-thai-seafood-r20381/reviews,Yuen Long,3003,"[2004, 1009, 1010, 5, 8]","[Thai, Seafood, Bar, Drivers Friendly Dining, Private Party]",$101-200,"Shop 12-13, G/F, Yee Hong Building, On Hong Road",507,327.0,47.0,3.631018,6211,22.442026000000002,114.023592
God Of Sushi 寿司の神,/en/hongkong/r-god-of-sushi-yuen-long-japanese-omakase-r156880/reviews,Yuen Long,3003,"[2009, 1034, 1205]","[Japanese, Sushi/Sashimi, Omakase]",$201-400,"Shop 7, G/F., On Ning Building, 20-30B Ma Tin Road",259,235.0,4.0,4.171513,5007,22.4421716479,114.02539104200001
OPPA Korean Restaurant OPPA韓國燒肉店,/en/hongkong/r-oppa-korean-restaurant-tai-po-korean-seafood-r432900/reviews,Tai Po,3002,"[2001, 1009, 1025]","[Korean, Seafood, Roast Meat]",$101-200,"Shop B2, G/F, Mei Sun Building, 4-20 Kau Hui Chik Street",209,184.0,7.0,4.054433,4408,22.4538929221,114.165165886
Butadouraku 豚道樂,/en/hongkong/r-butadouraku-tsuen-wan-japanese-ramen-r453938/reviews,Tsuen Wan,3018,"[2009, 1005]","[Japanese, Ramen]",$51-100,"G/F, Cheuk Ming Mansion, 63 Tai Ho Road",242,174.0,16.0,3.6602669999999997,6019,22.37153,114.11573
Chef's Stage Kitchen,/en/hongkong/r-chefs-stage-kitchen-yuen-long-western-hamburger-r451140/reviews,Yuen Long,3003,"[4000, 1026, 1003, 6000, 1035, 1032]","[Western, Sandwich, Steak House, International, Hamburger, Oyster Bar]",$101-200,"G/F., 52-55 Manhattan Plaza , 23 Sai Ching Street",159,122.0,5.0,4.094519999999999,8600,22.4411031634,114.029132724
Ocio,/en/hongkong/r-ocio-tai-wai-international-all-day-breakfast-r496760/reviews,Tai Wai,3012,"[6000, 1014, 1008, 1015, 1075]","[International, Dessert, Coffee Shop, Ice Cream/yogurt, All Day Breakfast]",$101-200,"Shop A, G/F, 74-76 Chik Chuen Street",238,179.0,17.0,3.7188309999999998,2636,22.3768765,114.17877849999999
BEANS The Backyard 荳子,/en/hongkong/r-beans-the-backyard-tseung-kwan-o-italian-all-day-breakfast-r472851/reviews,Tseung Kwan O,3020,"[3006, 1075, 1008, 1203]","[Italian, All Day Breakfast, Coffee Shop, Cake]",$101-200,"Shop F95, 1/F, PopCorn, 9 Tong Yin Street",234,152.0,6.0,3.7970260000000002,4861,22.308194699999998,114.25978049999999
校長燒肉日韓料理,/en/hongkong/r-%E6%A0%A1%E9%95%B7%E7%87%92%E8%82%89%E6%97%A5%E9%9F%93%E6%96%99%E7%90%86-yuen-long-japanese-buffet-r160158/reviews,Yuen Long,3003,"[2001, 1025, 2009, 1032]","[Korean, Roast Meat, Japanese, Buffet]",$101-200,"Shop 19-24, G/F, Manhattan Plaza, 23 Sai Ching Street",223,170.0,15.0,3.648364,4233,22.441663437,114.02828916899999
Cafe Swan 咖啡灣,/en/hongkong/r-cafe-swan-tsuen-wan-western-hamburger-r512406/reviews,Tsuen Wan,3018,"[4000, 1003, 1008, 1035]","[Western, Bakery, Coffee Shop, Hamburger]",$51-100,"Shop30-33, G/F, Kolour Phase ll, 68 Chung On Street",236,167.0,13.0,3.9160000000000004,5715,22.3714666,114.1184915
Goobne Chicken,/en/hongkong/r-goobne-chicken-tsuen-wan-korean-korean-fried-chicken-r491762/reviews,Tsuen Wan,3018,"[2001, 1085]","[Korean, Korean Fried Chicken]",$101-200,"Shop G29, G/F, Citywalk 1, 1 Yeung Uk Road",163,136.0,3.0,3.990625,3050,22.3698605869,114.113767147
Sister Korea Cafe 新派韓食館,/en/hongkong/r-sister-korea-cafe-tai-wai-korean-r455120/reviews,Tai Wai,3012,[2001],[Korean],$101-200,"Shop 17,18-18A, G/F, Sun Chui Shopping Centre, 2 Chui Tin Street",291,220.0,17.0,3.7106220000000003,7223,22.369402494099997,114.18135881399999
Chalet,/en/hongkong/r-chalet-tsuen-wan-western-r525250/reviews,Tsuen Wan,3018,"[4000, 1010, 6000]","[Western, Bar, International]",$101-200,"Shop B, G/F, Kam Tsuen Mansion, 407-411 Castle Peak Road",174,157.0,4.0,4.055294,5395,22.3746668,114.1126518
Ramen Taifu 拉麵台風,/en/hongkong/r-ramen-taifu-tsuen-wan-japanese-ramen-r119188/reviews,Tsuen Wan,3018,"[2009, 1005]","[Japanese, Ramen]",$51-100,"Shop 7, G/F, Po Shing Mansion, 81 Tai Ho Road",306,198.0,31.0,3.643877,7112,22.3714229,114.11507879999999
Amazing Ramen 一鳴拉麵,/en/hongkong/r-amazing-ramen-tai-po-japanese-ramen-r192373/reviews,Tai Po,3002,"[2009, 1005, 1033]","[Japanese, Ramen, Izakaya]",$51-100,"Shop E, G/F, Kwong On Building, 20-26 Wan Tau Street",172,137.0,11.0,3.7570580000000002,2736,22.447112,114.16858
Gala Cafe 嘉樂冰廳,/en/hongkong/r-gala-cafe-tsuen-wan-hong-kong-style-r10100/reviews,Tsuen Wan,3018,"[1004, 1009]","[Hong Kong Style, Tea Restaurant]",$51-100,"G/F, 40B San Chuen Street",751,418.0,85.0,3.2891120000000003,15182,22.369671,114.114759
Captain Restaurant 船長意法日餐廳,/en/hongkong/r-captain-restaurant-yuen-long-international-pizza-r488261/reviews,Yuen Long,3003,"[6000, 1022]","[International, Pizza]",$101-200,"Shop 30, G/F, Ho Shun Tai Building, 10 Sai Ching Street",188,143.0,8.0,3.721508,1872,22.4412018,114.0276642
心夜來潮,/en/hongkong/r-%E5%BF%83%E5%A4%9C%E4%BE%86%E6%BD%AE-tsuen-wan-chiu-chow-seafood-r484385/reviews,Tsuen Wan,3018,"[1001, 1009, 1015, 1010, 1018]","[Chiu Chow, Seafood, Snack Shop & Deli, Noodles/Rice Noodles, Congee]",$51-100,"G/F, 30 Sam Pei Square",222,165.0,15.0,3.6716339999999996,5504,22.3685003,114.1166808
Bien Bistro,/en/hongkong/r-bien-bistro-tsuen-wan-international-all-day-breakfast-r179087/reviews,Tsuen Wan,3018,"[6000, 1003, 1022, 1075]","[International, Bakery, Pizza, All Day Breakfast]",$51-100,"Shop 117, 1/F, Citywalk 1, 1 Yeung Uk Road",149,104.0,6.0,3.677304,5945,22.370523617399996,114.11394953700001
八妹雞煲,/en/hongkong/r-%E5%85%AB%E5%A6%B9%E9%9B%9E%E7%85%B2-tai-po-sichuan-chicken-hot-pot-r482957/reviews,Tai Po,3002,"[1008, 1001, 1074]","[Sichuan, Hot Pot, Chicken Hot Pot]",$101-200,"Shop A1, G/F, Mei Sun Bldg, 4-20 Kau Hui Chik Street",123,110.0,2.0,4.058547,1595,22.4537665,114.16501299999999
Chan Kun Kee 陳根記,/en/hongkong/r-chan-kun-kee-sha-tin-guangdong-r7918/reviews,Sha Tin,3007,"[1002, 1016]","[Guangdong, Dai Pai Dong]",$51-100,"No.3-5, Wo Che Estate Market",392,220.0,39.0,3.34973,12306,22.388457106399997,114.195821285
AloyMakMak 亞萊嘜嘜,/en/hongkong/r-aloymakmak-yuen-long-thai-r432779/reviews,Yuen Long,3003,"[2002, 2004]","[Vietnamese, Thai]",$51-100,"Shop 4-5, G/F., Pearl House, 1-11 On Lok Road",139,113.0,8.0,3.7697839999999996,3629,22.4448527391,114.03211534
Shilin Taiwan Shop 士林台灣麵,/en/hongkong/r-shilin-taiwan-shop-yuen-long-taiwan-r14904/reviews,Yuen Long,3003,[1009],[Taiwan],$51-100,"G/F, 9 Sai Ching Street",432,295.0,33.0,3.5621709999999998,9849,22.442454100000003,114.0278712
Sakana Takumi 漁匠料理,/en/hongkong/r-sakana-takumi-sheung-shui-japanese-sushi-sashimi-r186378/reviews,Sheung Shui,3001,"[2009, 1034]","[Japanese, Sushi/Sashimi]",$101-200,"G/F., 4 Lung Sum Ave, Sheung Shui , NT",168,140.0,6.0,3.8298129999999997,2249,22.5037802,114.13003130000001
Ooimachi Japanese Buffet 大井町日式放題,/en/hongkong/r-ooimachi-japanese-buffet-tsuen-wan-japanese-all-you-can-eat-r502471/reviews,Tsuen Wan,3018,"[2009, 1076]","[Japanese, All-you-can-eat]",$201-400,"3/F, Tai Hung Fai (Tsuen Wan) Centre, 55 Chung On Street",228,161.0,14.0,3.851231,8121,22.370217758800003,114.116840959
What The Food Cafe,/en/hongkong/r-what-the-food-cafe-fanling-western-hamburger-r452709/reviews,Fanling,3008,"[4000, 1014, 1024, 6, 6000, 1035, 8, 11]","[Western, Dessert, Upper-floor Cafe, Group Dining, International, Hamburger, Private Party, Casual Drink]",$51-100,"Flat F, 1/F, Dormind Industrial Building, 13 Yip Fung Street",206,153.0,9.0,3.758031,5323,22.4933764,114.146014
Double Happiness Japan Restaurant 瀛喜日本料理,/en/hongkong/r-double-happiness-japan-restaurant-tsuen-wan-japanese-all-you-can-eat-r176550/reviews,Tsuen Wan,3018,"[2009, 1076]","[Japanese, All-you-can-eat]",$101-200,"2/F, Tsuen King Building, 83-93 Hoi Pa Street",266,186.0,36.0,3.549586,6151,22.372294399999998,114.11525309999999
White House Cafe 白宮,/en/hongkong/r-white-house-cafe-tsuen-wan-western-r473399/reviews,Tsuen Wan,3018,"[4000, 1006, 1008]","[Western, Western Restaurant, Coffee Shop]",$51-100,"Shop D, G/F, Ka Wah Building, 16 Heung Wo Street",169,101.0,19.0,3.6220769999999995,8565,22.371962399999997,114.1110035
Wing Nin Noodle 永年士多,/en/hongkong/r-wing-nin-noodle-yuen-long-hong-kong-style-food-stall-noodles-r14140/reviews,Yuen Long,3003,"[1004, 1004]","[Hong Kong Style, Food Stall Noodles]",Below $50,"Shop 2-4, Po Shing Buolding, 88 Kau Yuk Road",319,193.0,30.0,3.4263239999999997,6897,22.443336,114.02481499999999
Whitehead Barbecue 白石燒烤,/en/hongkong/r-whitehead-barbecue-ma-on-shan-hong-kong-style-bbq-r171311/reviews,Ma On Shan,3009,"[1004, 1019, 1028, 6, 8]","[Hong Kong Style, BBQ, BBQ Ground, Group Dining, Private Party]",$101-200,"STT 1950, Whitehead, Ma On Shan, NT",144,122.0,9.0,3.8277370000000004,2043,22.4366258514,114.241547585
Anchor’s Seafood and Beer House,/en/hongkong/r-anchor-s-seafood-and-beer-house-tsuen-wan-western-seafood-r473716/reviews,Tsuen Wan,3018,"[4000, 1009, 1011, 6000, 1032]","[Western, Seafood, Hotel Restaurant, International, Buffet]",$201-400,"G/F, Bay Bridge Hong Kong by Hotel G, 123 Castle Peak Road, Yau Kom Tau",143,70.0,17.0,3.43644,24012,22.367658399999996,114.0921831
18樓雞煲火鍋專門店,/en/hongkong/r-18%E6%A8%93%E9%9B%9E%E7%85%B2%E7%81%AB%E9%8D%8B%E5%B0%88%E9%96%80%E5%BA%97-tsuen-wan-guangdong-chicken-hot-pot-r527770/reviews,Tsuen Wan,3018,"[1002, 1001, 1074]","[Guangdong, Hot Pot, Chicken Hot Pot]",$101-200,"18/F, Emperor Plaza, 55 Chung On Street",123,114.0,0.0,4.175833,3470,22.3700652,114.11675249999999
Together 緣聚西日餐廳,/en/hongkong/r-together-yuen-long-japanese-all-you-can-eat-r484898/reviews,Yuen Long,3003,"[2009, 1032, 8, 1034, 1076]","[Japanese, Buffet, Private Party, Sushi/Sashimi, All-you-can-eat]",$101-200,"Basement, Kam Fook Court, 5-11 Sai Yu Street",210,163.0,14.0,3.748267,10814,22.442525399999997,114.02701699999999
Noc Noc,/en/hongkong/r-noc-noc-tai-po-international-all-day-breakfast-r513532/reviews,Tai Po,3002,"[6000, 1075, 1003, 1010]","[International, All Day Breakfast, Steak House, Bar]",$101-200,"Shop B, G/F, Winnye Tower, 28 Kau Hui Chik Street",115,105.0,0.0,4.110714,2590,22.4544973,114.165094
京滬村,/en/hongkong/r-%E4%BA%AC%E6%BB%AC%E6%9D%91-yuen-long-shanghai-r452224/reviews,Yuen Long,3003,"[1010, 1001, 1011]","[Beijing, Stir-Fry, Shanghai]",$51-100,"Shop 2, 1/F, Block 1, Ho Shun Lee Building, 9 Fung Yau Street South",147,118.0,9.0,3.7139860000000002,2604,22.4420394048,114.03454542200001
Seafood Thai 泰海鮮,/en/hongkong/r-seafood-thai-tuen-mun-thai-seafood-r87941/reviews,Tuen Mun,3005,"[2004, 1009, 1034]","[Thai, Seafood, Seafood Restaurant]",$201-400,"Shop 5-8 &14-16, G/F, Sam Shing Commercial Centre, 6 Sam Shing Street",177,145.0,9.0,3.8272720000000002,1446,22.380325,113.97818799999999
Optimal Taste 極品煮意 鷄煲.烤魚.火煱,/en/hongkong/r-optimal-taste-kwai-fong-hong-kong-style-chicken-hot-pot-r501513/reviews,Kwai Fong,3015,"[1002, 1001, 1004, 1074]","[Guangdong, Hot Pot, Hong Kong Style, Chicken Hot Pot]",$101-200,"2/F, Foon Tak Building, 40 Shing Fong Street",130,115.0,3.0,3.9421480000000004,1641,22.3592914121,114.12701269799999
Chef's Stage Kitchen,/en/hongkong/r-chefs-stage-kitchen-tsuen-wan-western-all-day-breakfast-r519423/reviews,Tsuen Wan,3018,"[4000, 1075, 1003]","[Western, All Day Breakfast, Steak House]",$101-200,"Shop 1056D&1058, 1/F, Discovery Park, 398 Castle Peak Road, Tsuen Wan, NT",123,105.0,1.0,4.143965000000001,3432,22.3761805,114.1117466
龍門一番 上海·紫砂燉湯,/en/hongkong/r-%E9%BE%8D%E9%96%80%E4%B8%80%E7%95%AA-%E4%B8%8A%E6%B5%B7-%E7%B4%AB%E7%A0%82%E7%87%89%E6%B9%AF-tsuen-wan-shanghai-r501844/reviews,Tsuen Wan,3018,"[1011, 1001]","[Shanghai, Stir-Fry]",$51-100,"Shop 105, 1/F, CDW Place, 388 Castle Peak Road (Tsuen Wan)",144,107.0,7.0,3.757246,3299,22.375267673299998,114.11305367899999
Aldou Cafe,/en/hongkong/r-aldou-cafe-yuen-long-international-dessert-r447878/reviews,Yuen Long,3003,"[6000, 1014, 1008]","[International, Dessert, Coffee Shop]",$101-200,"Shop 3, G/F, Yee Fung Garden, 38 Ma Tin Road",102,87.0,2.0,3.9760199999999997,6756,22.4418678,114.02469620000001
aya 彩,/en/hongkong/r-aya-yuen-long-japanese-ramen-r187994/reviews,Yuen Long,3003,"[2009, 1005, 1021]","[Japanese, Ramen, Yoshoku]",$51-100,"Shop 14, G/F, Yick Lee Mansion, 26 Kin Tak Street",117,92.0,3.0,3.9681029999999997,6854,22.4409745242,114.03023498
Ushi Shabu 牛の鍋,/en/hongkong/r-ushi-shabu-tsuen-wan-japanese-all-you-can-eat-r192828/reviews,Tsuen Wan,3018,"[2009, 1001, 1076]","[Japanese, Hot Pot, All-you-can-eat]",$101-200,"Shop 202, 2/F, Panda Place, 3 Tsuen Wah Street",194,179.0,3.0,3.9628339999999995,2788,22.3687742,114.12058
Sha Tin 18 沙田18,/en/hongkong/r-sha-tin-18-sha-tin-guangdong-r30739/reviews,Sha Tin,3007,"[1002, 1001, 1011]","[Guangdong, Stir-Fry, Hotel Restaurant]",$201-400,"4/F, Hyatt Regency Hong Kong Sha Tin, 18 Chak Cheung Street",223,153.0,16.0,3.8726599999999998,5522,22.41169,114.21129499999999
Tenno Ramen 拉麵天王,/en/hongkong/r-tenno-ramen-yuen-long-japanese-ramen-r457708/reviews,Yuen Long,3003,"[2009, 1005]","[Japanese, Ramen]",$51-100,"Shop 12, G/F., Yick Fai Building, 20 Sai Ching Street",141,107.0,7.0,3.7841720000000003,2190,22.4411651407,114.02818322200001
Waki Shokudo 和氣食堂,/en/hongkong/r-waki-shokudo-sha-tin-japanese-udon-r505138/reviews,Sha Tin,3007,"[2009, 1034, 1037]","[Japanese, Sushi/Sashimi, Udon]",$51-100,"Shop 35, G/F, Garden Rivera, 20-30 Tai Chung Kiu Road",93,86.0,0.0,4.0181309999999995,2204,22.381189000000003,114.195249
2+2 Café,/en/hongkong/r-2-2-cafe-sha-tin-international-buffet-r16683/reviews,Sha Tin,3007,"[6000, 1032, 1011]","[International, Buffet, Hotel Restaurant]",$201-400,"3/F, Royal Park Hotel, 8 Pak Hok Ting Street",327,157.0,57.0,3.4250839999999996,18510,22.3797952808,114.188475708
Kitchen Corner 轉角‧見,/en/hongkong/r-kitchen-corner-tsuen-wan-western-all-day-breakfast-r435952/reviews,Tsuen Wan,3018,"[4000, 1035, 1008, 1075]","[Western, Hamburger, Coffee Shop, All Day Breakfast]",Below $50,"Shop 66, G/F, Cheong Ning Building, Tsuen Cheong Centre, 202-216 Sai Lau Kok Road, Tsuen Wan, Hong Kong, Tsuen Wan, Hong Kong",118,81.0,3.0,3.7959089999999995,7220,22.3709320996,114.12018299100001
Das Bier 德國餐廳,/en/hongkong/r-das-bier-tai-po-german-r105135/reviews,Tai Po,3002,[3001],[German],$101-200,"Shop 18A, G/F, Block C, Greenery Plaza",117,99.0,2.0,3.967256,2653,22.452742,114.16321599999999
M3 Italian,/en/hongkong/r-m3-italian-tai-wai-italian-seafood-r513926/reviews,Tai Wai,3012,"[3006, 1009, 1006]","[Italian, Seafood, Western Restaurant]",$101-200,"Shop E-G, G/F, Chik Hong Mansion, 33 Chik Fu Street",156,135.0,6.0,4.02721,1331,22.375406899999998,114.1780689
Summer August 夏捌月,/en/hongkong/r-summer-august-yuen-long-western-r509587/reviews,Yuen Long,3003,"[4000, 1006]","[Western, Western Restaurant]",$101-200,"Shop 15, G/F, Block A, Fu Loy Garden, 7 Ma Wang Road",112,97.0,1.0,3.977064,3145,22.447330899999997,114.0236131
Uchi Coffee 屋子咖啡,/en/hongkong/r-uchi-coffee-tai-wai-japanese-dessert-r108457/reviews,Tai Wai,3012,"[2009, 1014, 1008, 11]","[Japanese, Dessert, Coffee Shop, Casual Drink]",$51-100,"Shop P, G/F, On Shun Mansion, 49 Chik Shun Street",253,140.0,16.0,3.6043199999999995,9778,22.376466,114.178072
E Pot 一鍋堂,/en/hongkong/r-e-pot-tsuen-wan-hong-kong-style-hot-pot-r463132/reviews,Tsuen Wan,3018,"[1004, 1001, 1001, 1032, 1083]","[Hong Kong Style, Hot Pot, Stir-Fry, Buffet, Food Wise Eateries]",$101-200,"11/F, Tai Hung Fai (Tsuen Wan) Centre, 55 Chung On Street",107,58.0,6.0,3.8927709999999998,9662,22.3700425,114.1167645
Kei Kee Dessert 佳記甜品,/en/hongkong/r-kei-kee-dessert-yuen-long-hong-kong-style-dessert-r1633/reviews,Yuen Long,3003,"[1004, 1014, 1202]","[Hong Kong Style, Dessert, Sweet Soup]",Below $50,"Shop 7, Chi Fu Centre",390,185.0,42.0,3.189566,4250,22.4422319718,114.03096199
El Cerdo,/en/hongkong/r-el-cerdo-tsuen-wan-international-r478057/reviews,Tsuen Wan,3018,"[3011, 1006, 6000]","[Spanish, Western Restaurant, International]",$201-400,"G/F, 77 Tai Pa Street",114,93.0,5.0,3.970909,3215,22.3711075,114.11212549999999
Doodie Cafe Bar,/en/hongkong/r-doodie-cafe-bar-tsuen-wan-international-wine-r478747/reviews,Tsuen Wan,3018,"[6000, 1008, 1008, 1035, 1010]","[International, Wine, Coffee Shop, Hamburger, Bar]",$101-200,"G/F, Winning Heights ,9 Fu Wah Street",126,111.0,2.0,3.948,4135,22.3732581467,114.115823731
Ramen Dou 麵道,/en/hongkong/r-ramen-dou-tsuen-wan-japanese-ramen-r515833/reviews,Tsuen Wan,3018,"[2009, 1005]","[Japanese, Ramen]",$51-100,"Shop 2031, 2/F, Kolour Tsuen Wan I, 68 Chung On Street",140,106.0,5.0,3.8507569999999998,2728,22.3707535148,114.117479324
The Alchemist Cafe Bistro 牧羊少年咖啡．茶．酒館,/en/hongkong/r-the-alchemist-cafe-bistro-kwai-fong-western-all-day-breakfast-r163225/reviews,Kwai Fong,3015,"[4000, 1014, 1008, 1022, 1075]","[Western, Dessert, Coffee Shop, Pizza, All Day Breakfast]",$101-200,"Shop 2, G/F., Kwai Tsing Theatre, 12 Hing Ning Road",194,108.0,8.0,3.5475800000000004,5378,22.356838,114.126046
Law Mark Kee 羅麥記,/en/hongkong/r-law-mark-kee-tuen-mun-hong-kong-style-r144067/reviews,Tuen Mun,3005,"[1004, 1009]","[Hong Kong Style, Tea Restaurant]",$51-100,"Shop 11, 1/F.,  V City, 83 Tuen Mun Heung Sze Wui Road",290,154.0,44.0,3.3575699999999995,2033,22.3946421676,113.974077702
